title,text
No openly gay man has ever been elected to the Georgia Legislature.,No openly gay man has ever been elected to the Georgia Legislature. a news story
It takes almost a year for a refugee to be processed in the United States.,"It takes almost a year for a refugee to be processed in the United States. comments on CNN's ""State of the Union"""
"Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.","Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills. a website posting"
"If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term.","If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term. Web ""Spend-O-Meter"""
Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening. remarks at a news conference
Says U.S. Senate candidate Joni Ernst does not support a national minimum wage.,Says U.S. Senate candidate Joni Ernst does not support a national minimum wage.
There are at least twice as many licensed firearm dealers in California as there are McDonalds.,There are at least twice as many licensed firearm dealers in California as there are McDonalds. an email.
The Boston Marathon bombing is the fifth case in which U.S. government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders.,The Boston Marathon bombing is the fifth case in which U.S. government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders. an interview with MSNBC
"In 2006, Donald Trump was hoping for a real estate crash.","In 2006, Donald Trump was hoping for a real estate crash. an advertisement"
The Republican leadership's budget proposal doesn't contain any numbers.,The Republican leadership's budget proposal doesn't contain any numbers. a statement during a press briefing
Says 1 in 7 American families is on food stamps.,Says 1 in 7 American families is on food stamps. her speech at a rally for Ted Cruz in The Woodlands
"The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe essentially, it would be Wisconsins biggest taxpayer.","The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe essentially, it would be Wisconsins biggest taxpayer. a web posting"
Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976.,Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976. an email to supporters
"As president, Barack Obama has never visited Israel.","As president, Barack Obama has never visited Israel. a campaign ad"
Cobb is one of the largest school systems (in the nation) that is debt free.,Cobb is one of the largest school systems (in the nation) that is debt free. an editorial
"Between 2010 and 2014, there was no net in-migration from Mexico.","Between 2010 and 2014, there was no net in-migration from Mexico. a broadcast of ""The Daily Show"""
The Social Security disability fund is going belly up in 2016.,The Social Security disability fund is going belly up in 2016. remarks at Politico breakfastt
"A shocking 20 veterans are committing suicide each and every day, especially our older veterans.","A shocking 20 veterans are committing suicide each and every day, especially our older veterans. a speech"
"Today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail.","Today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail. an interview on ""PBS Newshour"""
"The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.","The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass. an interview on ""Fox News Sunday"""
Did you know that the U.S. is one of the very few nations in the world without an official language?,Did you know that the U.S. is one of the very few nations in the world without an official language? a blog.
The Florida Legislature raised taxes and fees by almost $2 billion in the 2009 session.,The Florida Legislature raised taxes and fees by almost $2 billion in the 2009 session. a news release
We have more people working in clean and green energy than in oil and gas in this country.,We have more people working in clean and green energy than in oil and gas in this country. a newspaper column
"Florida has 1,200 golf courses. I think 58 million rounds played a year in Florida. Weve got 44 percent of all travel golf in the country here. 5 million people come here just for golf.","Florida has 1,200 golf courses. I think 58 million rounds played a year in Florida. Weve got 44 percent of all travel golf in the country here. 5 million people come here just for golf. TV interview"
Only 50 percent of students from Milwaukee public high schools go on to a two-or four-year college.,Only 50 percent of students from Milwaukee public high schools go on to a two-or four-year college. a presentation at a panel discussion
The fastest-growing part of the Pentagons budget are health care expenses.,"The fastest-growing part of the Pentagons budget are health care expenses. an interview in Concord, N.H."
"Inflation-adjusted defense spending has declined 21 percent since 2010, and even if we discount the drawdowns in Iraq and Afghanistan, it has still declined by a dangerous 12 percent.","Inflation-adjusted defense spending has declined 21 percent since 2010, and even if we discount the drawdowns in Iraq and Afghanistan, it has still declined by a dangerous 12 percent. a Senate floor speech"
"According to ATF data, 70 percent of firearms recovered and traced in drug cartel crimes in Mexico originated from the United States.","According to ATF data, 70 percent of firearms recovered and traced in drug cartel crimes in Mexico originated from the United States. a floor speech."
The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county.,The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county. a meeting with reporters
"Fireworks have never been safer, and their use continues to increase each year.","Fireworks have never been safer, and their use continues to increase each year. a newspaper column"
Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act.,Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act. a radio ad
"More than 27,000 Rhode Island jobs depend on trade with Canada.","More than 27,000 Rhode Island jobs depend on trade with Canada. a news release"
Says Donald Trump literally has no plans to make higher education more affordable.,Says Donald Trump literally has no plans to make higher education more affordable. a press release
Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.,Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office. his budget speech
"In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.","In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display. a segment on NBC's Today show"
"John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.","John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government. a statement by Obama spokesman Hari Sevugan"
"Every month since 9/11, there have been as many suicide attacks against the United States and its allies as there were in all the years leading up to 9/11.","Every month since 9/11, there have been as many suicide attacks against the United States and its allies as there were in all the years leading up to 9/11. remarks at Politics & Eggs forum in Manchester, N.H."
Fifty percent of Speaker Gingrichs tax plan goes to the top 1 percent.,Fifty percent of Speaker Gingrichs tax plan goes to the top 1 percent. a conference call by a campaign spokesman with New Hampshire reporters.
Says the state tax burden per citizen in New York is twice as high as in Florida.,Says the state tax burden per citizen in New York is twice as high as in Florida. State of the State address
Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.,Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation. an interview
"(Obamas) entire national security team, including his secretary of state, said we want to arm and train and equip (Syrian rebel forces), and he made the unilateral decision to turn them down.","(Obamas) entire national security team, including his secretary of state, said we want to arm and train and equip (Syrian rebel forces), and he made the unilateral decision to turn them down. an interview on CNN"
"The Trans-Pacific Partnership knocks out 18,000 tariffs that other countries place on American products and goods.","The Trans-Pacific Partnership knocks out 18,000 tariffs that other countries place on American products and goods. a White House press conference"
$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.,$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times. a news release
Tommy Thompson wanted to implant data chips in humans.,Tommy Thompson wanted to implant data chips in humans. website article
Says New Jersey is 50th in return of our federal tax dollars.,Says New Jersey is 50th in return of our federal tax dollars. an interview on NBC Nightly News
Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.,Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014. a press release
The U.S. Senate has one manufacturer thatd be me.,The U.S. Senate has one manufacturer thatd be me. a TV ad
"Because of the health care law, by 2017, we will be funneling over $100 billion annually to private insurance companies.","Because of the health care law, by 2017, we will be funneling over $100 billion annually to private insurance companies. a ""New York Times"" op-ed"
"Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker.","Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker. a Huffington Post column"
"Oregon today has 100,000 more jobs than it did when I was elected.","Oregon today has 100,000 more jobs than it did when I was elected. an email to supporters"
There are actually only 30 countries that practice birthright citizenship.,"There are actually only 30 countries that practice birthright citizenship. an interview on ""State of the Union"""
"While the United States has seen its unemployment rate steadily decline, New Jerseys remains nearly two percent higher than the national average and more than a point higher than Connecticut and New York.","While the United States has seen its unemployment rate steadily decline, New Jerseys remains nearly two percent higher than the national average and more than a point higher than Connecticut and New York. a response to the release of employment data by the state Labor Department"
"In 31 states, decent child care costs more than college tuition.","In 31 states, decent child care costs more than college tuition. a speech at the White House Summit on Working Families"
Says Democratic U.S. Senate candidate Tammy Baldwin ranks as the most liberal member of the House.,Says Democratic U.S. Senate candidate Tammy Baldwin ranks as the most liberal member of the House. a statement
"We have at least 200,000 to 300,000 hate crimes in a given year.","We have at least 200,000 to 300,000 hate crimes in a given year. comments on Face the Nation"
The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent. a town hall-style meeting
Says the Central Ohio Human Trafficking Task Force is the first task force of its kind in Central Ohio,Says the Central Ohio Human Trafficking Task Force is the first task force of its kind in Central Ohio a news release
A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.,A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution. an op-ed in The Atlanta Journal-Constitution
"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.","PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress. a press release"
Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo. a press release
"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.","A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text. a speech from the White House Rose Garden"
"John McCain ""voted against the Bush tax cuts, both times.""","John McCain ""voted against the Bush tax cuts, both times."" in a TV ad"
"The average student debt coming out of the University of Wisconsin-Madison is something like 28,000 dollars.","The average student debt coming out of the University of Wisconsin-Madison is something like 28,000 dollars. a speech"
Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times remarks at a campaign office opening for Hillary Clinton
FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter,FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter a tweet on Twitter
Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.,"Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester. an episode of ""Meet the Press"""
"New school testing standards will consume approximately twenty days of testing for elementary, middle and high school students.","New school testing standards will consume approximately twenty days of testing for elementary, middle and high school students. a letter to Education Commissioner Tony Bennett"
Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office.,Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office. a speech at the Democratic national convention
Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health.,Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health. an interview with the St. Petersburg Times
Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples even if the Supreme Court strikes down Texas marriage ban later this year.,Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples even if the Supreme Court strikes down Texas marriage ban later this year. an oped column
"More than 1,000 people ... move to Texas every day.","More than 1,000 people ... move to Texas every day. press release"
You've heard endlessly about waterboarding. It happened to three terrorists.,You've heard endlessly about waterboarding. It happened to three terrorists. a speech at the American Enterprise Institute
"In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.","In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined. an interview on Rhode Island Public Radio"
Crime is down in Arizona.,"Crime is down in Arizona. an appearance on ABC's ""This Week."""
We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.,We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine. a TV news show.
Preventive care does not save the government money.,Preventive care does not save the government money. an interview on the NewsHour with Jim Lehrer
"Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it.","Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it. a broadcast of ""The Daily Show"""
"You see a whole bunch of Korean cars here in the United States, and you dont see any American cars in Korea.","You see a whole bunch of Korean cars here in the United States, and you dont see any American cars in Korea. a press conference"
Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.,Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week. a rally announcing his candidacy for governor
Florida has the third most-regressive tax structure.,Florida has the third most-regressive tax structure. a speech to the Florida Press Association
Eleven states have enacted these pay-to-play reforms.,Eleven states have enacted these pay-to-play reforms. an interview
"With the tax controls we already put in place, property taxes on a typical home in December of 2014 will actually be lower than they were in December of 2010.","With the tax controls we already put in place, property taxes on a typical home in December of 2014 will actually be lower than they were in December of 2010. a speech"
I did not support the sequester.,I did not support the sequester. a speech at the American Enterprise Institute
"There are at least 23 countries that refuse to take their people back after theyve been ordered to leave the United States, including large numbers of violent criminals.","There are at least 23 countries that refuse to take their people back after theyve been ordered to leave the United States, including large numbers of violent criminals. a campaign speech in Phoenix"
Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion.,Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion. an email blast.
"As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses.","As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses. a television advertisement"
Says New Jersey has the most educated population of all the states in this country.,Says New Jersey has the most educated population of all the states in this country. a speech at Rider University
"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.","Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent. a guest column"
Says Obama opposes offshore drilling and a gas tax holiday.,Says Obama opposes offshore drilling and a gas tax holiday. a Web ad.
"Says right now, we have more military spending than the next 10, 11, 12 countries combined.","Says right now, we have more military spending than the next 10, 11, 12 countries combined. a panel discussion on HBO’s “Real Time with Bill Maher”"
Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit.,Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit. in a press release.
"Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.","Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes. his State of the State address."
"Food stamp spending doubled under President Bush, doubled again under President Obama.","Food stamp spending doubled under President Bush, doubled again under President Obama. an MSNBC interview"
Says that the new financial services law requires 358 regulatory filings.,Says that the new financial services law requires 358 regulatory filings. a news conference
Between 1982 and 2007 the cost of a college education increased 439 percent.,Between 1982 and 2007 the cost of a college education increased 439 percent. a news release
The U.S. loses more on tax breaks than it collects in personal income taxes.,The U.S. loses more on tax breaks than it collects in personal income taxes. a TV interview.
"Says Joe Biden said Jon Corzine is the smartest guy that I know, in terms of the economy and on finance, I really mean this.","Says Joe Biden said Jon Corzine is the smartest guy that I know, in terms of the economy and on finance, I really mean this. a web ad posted on YouTube"
"Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.","Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants. remarks in Reno"
Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.,Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American. an email blast
I was one of about a dozen (senators) who voted against the Bridge to Nowhere.,I was one of about a dozen (senators) who voted against the Bridge to Nowhere. a debate
"With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.","With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program."
"Says With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.","Says With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project. a press release"
The state budget has gone up over 80 percent under Rick Perry.,The state budget has gone up over 80 percent under Rick Perry. a TV interview.
"While Romney was a director of the Damon Corporation, the company was defrauding Medicare of millions.","While Romney was a director of the Damon Corporation, the company was defrauding Medicare of millions. a television ad"
The State of Texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years.,The State of Texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years. addressing a rally outside the Texas Capitol
Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business. an article for Time magazine.
"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing everybody a lot of money.","Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing everybody a lot of money. a news conference"
"When President Bush took office in 2001, he inherited a $236 billion budget surplus, with a projected 10-year surplus of $5.6 trillion. When he ended his term, he left a $1.3 trillion deficit and a projected 10-year shortfall of $8 trillion.","When President Bush took office in 2001, he inherited a $236 billion budget surplus, with a projected 10-year surplus of $5.6 trillion. When he ended his term, he left a $1.3 trillion deficit and a projected 10-year shortfall of $8 trillion. an op-ed in the Washington Post."
Rhode Islanders pay among the highest auto repair bills in the nation.,Rhode Islanders pay among the highest auto repair bills in the nation. a letter to policy holders
John McCain has seven houses.,John McCain has seven houses. interview by Obama campaign strategist David Axelrod
"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""","Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit."" Hershey, Pa."
"Before President Obama acted in Libya in 2011, the American people were opposed to military action by 35 to 60. After he took action, they were in support of it 54 to 43.","Before President Obama acted in Libya in 2011, the American people were opposed to military action by 35 to 60. After he took action, they were in support of it 54 to 43. a segment of 'Fox News Sunday'"
Overdosing is now the number one accidental killer in our Commonwealth.,Overdosing is now the number one accidental killer in our Commonwealth. a platform on his campaign website
Toledo Mayor Mike Bell (once) lost his job as a firefighter because his city ran out of money.,Toledo Mayor Mike Bell (once) lost his job as a firefighter because his city ran out of money. a campaign commercial
Says the Panhandle has had its highest-ever bed tax collections in 2011.,"Says the Panhandle has had its highest-ever bed tax collections in 2011. an interview on MSNBC's ""Morning Joe"""
Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways.,Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways. an advertisement
Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments. an interview
Georgia has saved $20 million through changes in criminal sentencing.,Georgia has saved $20 million through changes in criminal sentencing. a speech
About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s.,About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s. a news conference
My office is about a 300-step walk to the governors office.,My office is about a 300-step walk to the governors office. leadership forum
Sherrod Brown has been running for public office since Richard Nixon was president.,Sherrod Brown has been running for public office since Richard Nixon was president. a radio show
"The lawyer who brought the case against NationsBank said publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.","The lawyer who brought the case against NationsBank said publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems. a CNN/St. Petersburg Times debate."
"Were spending millions for each individual held at Guantanamo Bay, Cuba.","Were spending millions for each individual held at Guantanamo Bay, Cuba. comments on CNN's ""State of the Union"""
Texas is LAST (50th) in spending for mental health care.,Texas is LAST (50th) in spending for mental health care. a message on Twitter
Barack Obama won't even use the term 'war on terrorism.',Barack Obama won't even use the term 'war on terrorism.' his Fox News program
"Under federal law, Jared Loughner would not have been able to buy a gun had he been identified as mentally ill.","Under federal law, Jared Loughner would not have been able to buy a gun had he been identified as mentally ill. an MSNBC interview"
Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,Says he represents or has represented about half the San Antonio-rooted district in which he seeks election. a TV interview.
I spent only $36.29 on my campaign for governor.,I spent only $36.29 on my campaign for governor. interviews
The number of terrorists out there has doubled.,"The number of terrorists out there has doubled. comments on ABC's ""This Week"""
"Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act.","Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act. a broadcast of CNN's ""The Lead"""
We will not ask for a tax increase to run city government.,We will not ask for a tax increase to run city government. an interview about his city budget proposal.
"Unlike marijuana, medical cannabis oil cannot get you high.","Unlike marijuana, medical cannabis oil cannot get you high. a press conference at the Georgia State Capitol"
Theres no money for Planned Parenthood in the bill that would keep the government open.,Theres no money for Planned Parenthood in the bill that would keep the government open. an interview on Fox News Sunday
Children who witness domestic violence are twice as likely to commit it themselves.,"Children who witness domestic violence are twice as likely to commit it themselves. comments on CNN's ""State of the Union"""
Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.,"Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically. Springfield, Ill."
"Last year, (Bill McCollum) spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame.","Last year, (Bill McCollum) spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame. an e-mail message"
We already have $23 billion worth of debt.,We already have $23 billion worth of debt. ABC News 27 interview
"When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.","When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall. a news conference"
Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park.,Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park. a TV interview
The Paris Agreement is by far the largest number of countries ever to sign an international agreement on a single day.,The Paris Agreement is by far the largest number of countries ever to sign an international agreement on a single day. comments
Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.,Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland. a television interview
"Gov. Rick Perry broke his promise that he would not accept a $40,000 pay increase.","Gov. Rick Perry broke his promise that he would not accept a $40,000 pay increase. a press conference"
Malawi has just 300 doctors for 16 million people.,Malawi has just 300 doctors for 16 million people. a tweet
We doubled the size of the company (Hewlett-Packard).,"We doubled the size of the company (Hewlett-Packard). comments on NBC's ""Meet the Press"""
Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.,Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him. the second presidential debate
A majority of Americans still oppose this health care bill.,A majority of Americans still oppose this health care bill. a live-blog post during the State of the Union address
"With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record.","With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record. an interview with the McAllen Monitor"
Obama taps porn lawyer for #2 at Justice.,Obama taps porn lawyer for #2 at Justice. a news release
"Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.","Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms. a rally in Cincinnati"
Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office. an interview with the editorial board of the 'Telegraph.'
"The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.","The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will. a book"
More than half of the births in Texas are paid for by Medicaid.,More than half of the births in Texas are paid for by Medicaid. an oped column.
"On immigration, the president said 22 times, 22 times, that he couldnt do what he eventually did.","On immigration, the president said 22 times, 22 times, that he couldnt do what he eventually did. comments on CBS' ""Face the Nation"""
We have had some significant accomplishments on a bipartisan basis.,We have had some significant accomplishments on a bipartisan basis. a news conference
State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.,State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking. a speech in the Ohio Senate
Says most of Perrys chiefs of staff have been lobbyists.,Says most of Perrys chiefs of staff have been lobbyists. a speech
There are 49 different federal job training programs that report to eight agencies.,"There are 49 different federal job training programs that report to eight agencies. remarks in St. Petersburg, Fla."
Texas leads the country in drunk driving fatalities.,Texas leads the country in drunk driving fatalities. an interview.
Says in Oregon only 41 percent of adults have ever been tested for HIV.,Says in Oregon only 41 percent of adults have ever been tested for HIV. a floor speech.
"When President Obama took office, we were losing 700,000 jobs a month. Now weve had job growth, I think, for 24 consecutive months.","When President Obama took office, we were losing 700,000 jobs a month. Now weve had job growth, I think, for 24 consecutive months. a debate on WPRI.com"
Says Charlie Crist raised taxes on the middle class by $2.2 billion.,Says Charlie Crist raised taxes on the middle class by $2.2 billion. a campaign commercial
Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.,Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27. on a ticket
New Jersey has had seven credit downgrades since Chris Christie became governor.,"New Jersey has had seven credit downgrades since Chris Christie became governor. comments on ABC's ""This Week"""
Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.,Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid. a speech at the Chicago Council on Global Affairs
"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.","The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state. a rally at the Democratic National Convention"
"Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.","Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country. a speech in Columbus, Ohio"
The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.,The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees. a congressional subcommittee hearing
Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.,Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood. press release
Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.,Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department. a tweet
There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,There has never been an alderman who has defeated an incumbent mayor in the history of this great city. a speech
"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.","We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down. a Washington Post profile"
"Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.","Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years. a question to San Antonio Mayor Julian Castro"
