title,text
Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly.,Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly. an interview on Fox News
"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill.","Oil companies ""haven't touched"" 68 million acres where they already have rights to drill. Lansing, MI"
"Phoenix, Arizona, Im told, is now the No. 2 kidnapping capital in the world, right behind Mexico City.","Phoenix, Arizona, Im told, is now the No. 2 kidnapping capital in the world, right behind Mexico City. a speech"
Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.,Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly. a campaign mailer
"Says Ron Johnson is benefiting from several super PACs, I am not.","Says Ron Johnson is benefiting from several super PACs, I am not. a meeting with the Milwaukee Journal Sentinel editorial board."
I didnt raise taxes once.,I didnt raise taxes once. an interview on Super Bowl Sunday
"Says the health care law rations care, like systems in Canada and Great Britain.","Says the health care law rations care, like systems in Canada and Great Britain. an interview on Fox News"
"On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court.","On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court. a speech on the Senate floor"
Says PolitiFact says Amendment 4 will force counties and cities across Florida to raise taxes and fees.,Says PolitiFact says Amendment 4 will force counties and cities across Florida to raise taxes and fees. a newspaper ad.
Says U.S. Rep. Steve Southerland voted himself health care for life.,Says U.S. Rep. Steve Southerland voted himself health care for life. a campaign commercial
A proposed San Antonio ordinance will allow men into womens restrooms in the city.,A proposed San Antonio ordinance will allow men into womens restrooms in the city. an email blast
John Cornyn backed his pal David Dewhurst for the U.S. Senate over Ted Cruz.,John Cornyn backed his pal David Dewhurst for the U.S. Senate over Ted Cruz. a Stockman campaign web page
Says Scott Walker runs a state government that bans employees from talking about climate change.,Says Scott Walker runs a state government that bans employees from talking about climate change. a statement on a web page.
We could cut unemployment in half simply by reclaiming the jobs taken by illegal workers.,We could cut unemployment in half simply by reclaiming the jobs taken by illegal workers. a floor speech
"As a result of Obamacare, we are becoming something of a part-time employment country.","As a result of Obamacare, we are becoming something of a part-time employment country. an appearance on NBC's ""Meet the Press"""
"Oregon Rep. Tina Kotek, D-Portland, has never held a job nor run a business","Oregon Rep. Tina Kotek, D-Portland, has never held a job nor run a business a tweet by Post"
I finished the controversyabout wherePresident Barack Obama was born.,I finished the controversyabout wherePresident Barack Obama was born. in a speech
"There is no $30 million pot of money for redistricting issues, including defending redistricting lawsuits. Your tax dollars are not being spent on anything like that.","There is no $30 million pot of money for redistricting issues, including defending redistricting lawsuits. Your tax dollars are not being spent on anything like that. a redistricting meeting in Panama City"
We dont show people playing these games. We dont show them winning playing the video lottery games.,We dont show people playing these games. We dont show them winning playing the video lottery games. an interview on Oregon Public Broadcasting
"The states tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009.","The states tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009. a press release"
Far more children died last year drowning in their bathtubs than were killed accidentally by guns.,"Far more children died last year drowning in their bathtubs than were killed accidentally by guns. a broadcast of ""Fox and Friends Weekend."""
House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries.,House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries. a speech.
"ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees.","ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees. an interview with WFAA-TV"
On the importance of an independent voting record,On the importance of an independent voting record a speech in Boston
"Americas gun-related homicide rate would be about the same as Belgiums if you left out California, Illinois, D.C. and New Jersey, places with some of the strictest gun control laws in the U.S.","Americas gun-related homicide rate would be about the same as Belgiums if you left out California, Illinois, D.C. and New Jersey, places with some of the strictest gun control laws in the U.S. a Facebook post"
Former President George W. Bush and former Vice President Dick Cheney are unable to visit Europe due to outstanding warrants.,Former President George W. Bush and former Vice President Dick Cheney are unable to visit Europe due to outstanding warrants. a meme on social media
Says Texas retained the right to have a navy when it joined the United States.,Says Texas retained the right to have a navy when it joined the United States. an email
"Says Ted Cruz said: While there may have been an age difference, Josh Duggars transgressions are far less an affront to God than what gays do to each other.","Says Ted Cruz said: While there may have been an age difference, Josh Duggars transgressions are far less an affront to God than what gays do to each other. a meme on a Facebook page"
"The WIC program is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet.","The WIC program is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet. a speech on the floor of the House of Representatives"
Says Barack Obama counted on Sandy Adams to approve stimulus spending.,Says Barack Obama counted on Sandy Adams to approve stimulus spending. a mailer
"Documents released by Edward Snowden reveal that American, Britishand Israeli intelligence agencies worked together to create the Islamic State.","Documents released by Edward Snowden reveal that American, Britishand Israeli intelligence agencies worked together to create the Islamic State. stories"
ISIS is making millions of dollars a week selling Libyan oil.,ISIS is making millions of dollars a week selling Libyan oil. a foreign policy speech
"You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job.","You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job. a speech to House Republicans"
"Under my platform, I will make no changes to the current (Medicare) system for current retirees and anyone approaching retirement.","Under my platform, I will make no changes to the current (Medicare) system for current retirees and anyone approaching retirement. a debate"
"Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of President George W. Bushs policies and the recession.","Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of President George W. Bushs policies and the recession. an interview on CBS' ""60 Minutes"""
Pres. Obamas finance team is recommending a . . . 1% tax on all transactions at any financial institution.,Pres. Obamas finance team is recommending a . . . 1% tax on all transactions at any financial institution. a message via the Internet
Says a new national poll shows the majority of the American people believe we should have a gold standard for U.S. currency.,Says a new national poll shows the majority of the American people believe we should have a gold standard for U.S. currency. a speech after the Iowa caucuses
Even our nuclear arsenal doesnt work. It came out recently they have equipment that is 30 years old. They dont know if it worked.,Even our nuclear arsenal doesnt work. It came out recently they have equipment that is 30 years old. They dont know if it worked. his presidential announcement speech
"If you log into the governments Cash for Clunkers Web site (cars.gov) from your home computer, the government can seize all of your personal and private information, and track your computer activity.","If you log into the governments Cash for Clunkers Web site (cars.gov) from your home computer, the government can seize all of your personal and private information, and track your computer activity. the Glenn Beck show"
"In 2009, the state Legislature passed more than $5 billion in tax increases.","In 2009, the state Legislature passed more than $5 billion in tax increases. a campaign brochure distributed door to door"
Right now were the highest taxed country in the world.,Right now were the highest taxed country in the world. an ABC Republican debate in New Hampshire
"Says Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. Hell cut deals.","Says Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. Hell cut deals. an interview on ABC's ""This Week"""
"Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.","Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash. a campaign website statement"
Obama Announces Plans For A Third Term Presidential Run,Obama Announces Plans For A Third Term Presidential Run a chain email
A hidden provision in the health care law taxes sporting goods as medical devices.,A hidden provision in the health care law taxes sporting goods as medical devices. an email
The Georgia Regional Transportation Authority concluded that light rail in Cobb County would more than double commute time and would therefore be unsuccessful in alleviating traffic congestion.,The Georgia Regional Transportation Authority concluded that light rail in Cobb County would more than double commute time and would therefore be unsuccessful in alleviating traffic congestion.
I have not said that I was a single-payer supporter.,I have not said that I was a single-payer supporter. a town hall meeting in New Hampshire
Says President Barack Obama built this $16 trillion debt.,Says President Barack Obama built this $16 trillion debt. an interview
The IRS is going to be in charge of our health care.,"The IRS is going to be in charge of our health care. an interview on Fox News' ""On the Record"" with Greta Van Susteren"
Says Obama is only president in history who has deliberately removed the words endowed by their Creator when referring to the Declaration of Independence.,Says Obama is only president in history who has deliberately removed the words endowed by their Creator when referring to the Declaration of Independence. a newspaper ad
Says Donald Trumps presidential victory was an electoral landslide.,Says Donald Trumps presidential victory was an electoral landslide. an interview
Says the University of Wisconsin football program is spending almost all of its Bowl Championship Series payout on a Rose Bowl junket for politically connected officials,Says the University of Wisconsin football program is spending almost all of its Bowl Championship Series payout on a Rose Bowl junket for politically connected officials a comment made during his radio show
"As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution.","As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution. a press release"
Says Marilinda Garcia supports $150 billion in new taxes.,Says Marilinda Garcia supports $150 billion in new taxes. a campaign mailer
"U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are socialists who are openly serving in the U.S. Congress.","U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are socialists who are openly serving in the U.S. Congress. a web post"
"Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.","Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life. an ad in the Washington Post"
Says our taxes have doubled with Rick Perry in office.,"Says our taxes have doubled with Rick Perry in office. a Republican presidential debate in Tampa, Florida."
"For the new state budget, ""Floridians have sent us $3 billion less of their funding.""","For the new state budget, ""Floridians have sent us $3 billion less of their funding."" a House floor speech"
The Bush tax cuts created about 8 million jobs over the first 10 years that they were in existence. Weve lost about 5 million of those jobs during this recession.,"The Bush tax cuts created about 8 million jobs over the first 10 years that they were in existence. Weve lost about 5 million of those jobs during this recession. an interview on NBC's ""Today"" show"
They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through. a Fox News interview
Rhode Island: 3% bigger at low tide.,Rhode Island: 3% bigger at low tide. an interview
"Honduras bans citizens from owning guns and has the highest homicide rate in the entire world. Switzerland, with a similar population, requires citizens to own guns and has the lowest homicide rate in the entire world.","Honduras bans citizens from owning guns and has the highest homicide rate in the entire world. Switzerland, with a similar population, requires citizens to own guns and has the lowest homicide rate in the entire world. a viral Internet post"
"Rubio's tax swap proposal ""would have been a massive tax increase.""","Rubio's tax swap proposal ""would have been a massive tax increase."" a FOX News Sunday debate."
"Says the mayors job is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we dont have, we dont say yes even if CH2M Hill wants us to.","Says the mayors job is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we dont have, we dont say yes even if CH2M Hill wants us to. a debate"
The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.,The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009. a tweet
Del. Ben Chafin took money away from Southwest Virginia schools while votingto build a politicians palace.,Del. Ben Chafin took money away from Southwest Virginia schools while votingto build a politicians palace. a TV ad
"Under changes being debated, state employees in Wisconsin who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.","Under changes being debated, state employees in Wisconsin who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight. a statement on his television talk show"
"If an Iranian woman shows too much hair in public, she risks being beaten or killed.","If an Iranian woman shows too much hair in public, she risks being beaten or killed. the New York Sun"
He has ushered in $3 billion in new investment.,He has ushered in $3 billion in new investment. a statement on Cicilline's website
Says Hillary Clinton wants to essentially abolish the Second Amendment.,Says Hillary Clinton wants to essentially abolish the Second Amendment. a speech at the Republican national convention
The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.,The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal. a campaign email
Says I was the first governor in America to endorse Mitt Romney.,Says I was the first governor in America to endorse Mitt Romney. a press conference
"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.","In the 80s, Democrats promised spending cuts, but delivered only tax hikes. a television campaign ad"
Im beating (Kelly Ayotte) in the polls by a lot.,Im beating (Kelly Ayotte) in the polls by a lot. an interview with the Washington Post
"If Cory Gardner gets his way, youd better stock up on condoms.","If Cory Gardner gets his way, youd better stock up on condoms. a television ad"
Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.,Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut. a newsletter.
"The Baucus health care bill ""could be used to ban guns in home self-defense.""","The Baucus health care bill ""could be used to ban guns in home self-defense."" an alert to members"
"Gov. Scott Walker received a $7,300 pay raise.","Gov. Scott Walker received a $7,300 pay raise. a news release"
"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.","The 48, 49 percent that supports President Barack Obama are people who pay no income tax. a surreptitiously recorded speech to donors at a fundraiser"
Accuses Ed FitzGerald of pay-to-play and corruption politics.,Accuses Ed FitzGerald of pay-to-play and corruption politics. a news release reacting to FitzGerald's run for governor
Says President Barack Obama is sending a much larger (force) to deal with Ebola than ISIS is getting.,"Says President Barack Obama is sending a much larger (force) to deal with Ebola than ISIS is getting. a broadcast of ""Fox News Sunday"""
U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris. public statements.
Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.,Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure. a speech at the Brookings Institution
"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.","Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise. a forum at Huston-Tillotson University"
"Everyone on Californias roads is properly licensed, tested and insured.","Everyone on Californias roads is properly licensed, tested and insured. a press release"
Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.,Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare. a news release
More people are losing their insurance (due to Obamacare) than are becoming newly insured.,More people are losing their insurance (due to Obamacare) than are becoming newly insured. a blog post
"The immigration bill includes free Obamacars, motorcycles or scooters.","The immigration bill includes free Obamacars, motorcycles or scooters. a blog post on Breitbart"
My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter.,"My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter. a rally in Rome, N.Y."
"Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions.","Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions. a news conference."
I have always said that I would be for drilling.,I have always said that I would be for drilling. an event to promote the Keystone XL pipeline
"If you care about the environment, weve got record funding.","If you care about the environment, weve got record funding. a speech at his economic summit for presidential candidates"
"It was (Rob Portmans) job to stop Chinas illegal dumping of steel. He failed, looked the other way, did nothing.","It was (Rob Portmans) job to stop Chinas illegal dumping of steel. He failed, looked the other way, did nothing. campaign ad, ""Beltway Rob"""
Fox News said the New Black Panther Party decided the election for Barack Obama.,Fox News said the New Black Panther Party decided the election for Barack Obama. an interview on CBS' Late Show with David Letterman
Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.,"Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon. ABC's ""This Week"""
The president is advocating a drone strike program in America.,The president is advocating a drone strike program in America. a tweet
He's promising four more years of an administration that will push for the privatization of Social Security...,"He's promising four more years of an administration that will push for the privatization of Social Security... Associated Press Annual Meeting, Washington D.C."
Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee.,Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee. an online article.
"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""","Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them."" a chain e-mail."
"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.","Thanks to #ObamaCare, average E.R. wait in California is 5 hours. a tweet"
Says Rep. Justin Amash votes more with the Democrats than with the Republicans.,Says Rep. Justin Amash votes more with the Democrats than with the Republicans. an article published by Politico
Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift.,Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift. an interview on 6abc’s “Inside Story”
"Californias Capitol building is second only to Disneyland, among visitor sites in the state.","Californias Capitol building is second only to Disneyland, among visitor sites in the state. remarks at a Capitol budget hearing"
SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill. a campaign ad
There are over 200 documented cases where (Obama) has lied.,"There are over 200 documented cases where (Obama) has lied. a broadcast of ""Cashin' In"" on Fox News"
Says Barack Obama never worked in the private sector before he was elected president.,"Says Barack Obama never worked in the private sector before he was elected president. a debate at Dartmouth College in Hanover, N.H."
"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.","Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration. an ABC News U.S. Senate debate."
"Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15,000 jobs.","Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15,000 jobs. a news release"
The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2.,The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2. an interview with Bill Maher.
"While others place their hands over their hearts, Obama turns his back to the flag and slouches.","While others place their hands over their hearts, Obama turns his back to the flag and slouches. a chain e-mail sent to many people."
"Steve Poizner ""increased his department's budget nearly 14 percent.""","Steve Poizner ""increased his department's budget nearly 14 percent."" a campaign commerical"
"While Mayor Kenney personally doesnt support DROP, he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them.","While Mayor Kenney personally doesnt support DROP, he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them. To the media"
Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote.,Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote. an online ad
"When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.","When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus. a Senate floor speech"
Says the new health care law delivers a $13 billion tax increase on families with special needs.,Says the new health care law delivers a $13 billion tax increase on families with special needs. a Twitter message
I am every year the No.1 pick of all of the law enforcement agencies within Texas.,"I am every year the No.1 pick of all of the law enforcement agencies within Texas. a telephone call to the Allen, Texas, police department."
We were told there would never be a case of Ebola in the United States.,"We were told there would never be a case of Ebola in the United States. comments on CNN's ""State of the Union"""
Our larger domestic threat is from racial supremacist groups.,"Our larger domestic threat is from racial supremacist groups. an interview on ABC News' ""This Week"""
Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.,Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote. a posting on various websites
On support for the Export-Import Bank,On support for the Export-Import Bank On support for the Export-Import Bank
Says he didnt have an involvement withnutritional supplement company Mannatech.,"Says he didnt have an involvement withnutritional supplement company Mannatech. a Republican presidential debate in Boulder, Colo."
Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is.,Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is. in an interview with The Commercial Appeal.
We worked together to enact ... the largest tax cut in Florida history.,We worked together to enact ... the largest tax cut in Florida history. his State of the State address.
Bill Nelson actually voted in favor of higher taxes 272 times.,Bill Nelson actually voted in favor of higher taxes 272 times. a fundraising email
President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.,"President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions. an interview on CNN's ""New Day"""
The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria.,"The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria. an interview on CNN's ""The Situation Room"""
"Obama ""suggested bombing Pakistan.""","Obama ""suggested bombing Pakistan."" a media availability in Columbus, Ohio."
Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island.,Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island. TV niterview
The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.,The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons. a tweet
"As a Member of Congress, Chris Murphy was raking in $1 million in salary.","As a Member of Congress, Chris Murphy was raking in $1 million in salary. a campaign ad"
"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.","The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump. an interview on NBC's ""Meet the Press"""
"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""","Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants."" a press release"
Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011.,Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011. an interview
"Under Gov. Scott Walkers public-school budgets, a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.","Under Gov. Scott Walkers public-school budgets, a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school. a news release"
Ninety-four percent of small businesses will face higher taxes under the Democrats plan.,Ninety-four percent of small businesses will face higher taxes under the Democrats plan. a Townhall.com guest blog post
"In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.","In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters. a petition on the White House website"
Says under the new health care law the patient-doctor relationship will be eliminated.,Says under the new health care law the patient-doctor relationship will be eliminated. a campaign e-mail
"We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.","We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket. a gubernatorial debate"
"For the first time since 1990, American manufacturers are creating new jobs.","For the first time since 1990, American manufacturers are creating new jobs. a speech at Milwaukee's Master Lock plant"
"Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts","Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts a speech"
The Affordable Care Act is not the law of the land.,"The Affordable Care Act is not the law of the land. a meeting with the ""Palm Beach Post"" editorial board"
Chris Coons has Marxist beliefs.,Chris Coons has Marxist beliefs. a debate
Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector.,Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector. a statement on his show on Fox News Channel
Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care.,Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care. a news release
"Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month.","Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month. a Fox News interview"
On same-sex marriage,On same-sex marriage
Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.,Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade. a broadcast of the Ed Show
"Says state Sen. Morgan Carrolls votes made it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.","Says state Sen. Morgan Carrolls votes made it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first. a TV ad"
Says the vaccine to prevent HPV can cause mental retardation.,Says the vaccine to prevent HPV can cause mental retardation. several media interviews
Barack Obama opposed a bill that would have saved Gianna Jessen's life.,Barack Obama opposed a bill that would have saved Gianna Jessen's life. a television ad
Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education. a newsletter
I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.,"I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors. a breakfast with journalists in Washington, D.C."
Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion. a speech to Democratic governors
Hate speech is excluded from protection under the First Amendment.,Hate speech is excluded from protection under the First Amendment. a Tweet
The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government.,"The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government. an interview on NBC's ""Today"" show"
"Obama spent $7 billion to bring electricity to Africa, failed miserably.","Obama spent $7 billion to bring electricity to Africa, failed miserably. an article on the Frontpage website"
More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began.,More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began. an e-mail blast.
You must list all your guns on your 2010 tax return.,You must list all your guns on your 2010 tax return. an e-mail circulated to many people.
"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""","There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study."" a speech on the Senate floor."
"An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result.","An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result. an e-mail blast"
Says city leadership is threatening to lay off police and emergency services personnel to balance the budget.,Says city leadership is threatening to lay off police and emergency services personnel to balance the budget. a commercial.
"Says MarkKirk called for the mass arrest of 18,000 African Americans andwas apparently fine with Trumps #StillTooRacist call for mass deportation.","Says MarkKirk called for the mass arrest of 18,000 African Americans andwas apparently fine with Trumps #StillTooRacist call for mass deportation. a tweet"
George Allencast the deciding votefor the 2003Bushtax cuts.,George Allencast the deciding votefor the 2003Bushtax cuts. a debate.
"German citizens were disarmed by their government in the late 1930s, which allowed the Nazis to carry out their evil intentions with relatively little resistance.","German citizens were disarmed by their government in the late 1930s, which allowed the Nazis to carry out their evil intentions with relatively little resistance. his book ""A More Perfect Union"""
"McCain's energy plan is a ""single-answer proposition"" new domestic oil drilling.","McCain's energy plan is a ""single-answer proposition"" new domestic oil drilling."
"Before this (federal health care) law was enacted, Florida parents ...were able to purchase inexpensive child-only coverage for their children. The laws consumer protections have now eliminated that choice in Florida.","Before this (federal health care) law was enacted, Florida parents ...were able to purchase inexpensive child-only coverage for their children. The laws consumer protections have now eliminated that choice in Florida. an opinion article published in the 'Tampa Tribune'"
This Congressadjourned earliest of any time in congressional history before an election.,"This Congressadjourned earliest of any time in congressional history before an election. comments on ABC's ""This Week"""
Forty-six cents of every dollar Ohio could get for Medicaid expansion is going to come from China or some other country that doesnt like us very much.,Forty-six cents of every dollar Ohio could get for Medicaid expansion is going to come from China or some other country that doesnt like us very much. a statement during a state House Finance and Appropriations Committee hearing
Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation. a statment on his website
